Report Date,Property Name,Unit Number,Size,Baths,Floor Plan Name,Square Feet,Unit Status,Total Market Rent,Lease Type Current Lease,Lease Term Current Lease,Lease End Date Current Lease,Notice On Date Current Lease,Notice For Date Current Lease,Lease Rent Current Lease,MTMFees Current Lease,Length Of Stay,Status,Renewal Status,Lease Type Future Lease,Lease Start Date Future Lease,Lease End Date Future Lease,Move In Date Future Lease,Lease Rent Future Lease,Make Ready Date Future Lease
14/09/2020,My Property,19305,0,1,E1,670,Normal,805,New,12,02/04/2021,,,775,0,5,OC,Undecided,,,,,0,
14/09/2020,My Property,19306,0,1,E1,670,Normal,805,New,12,27/07/2021,,,775,0,2,OC,Undecided,,,,,0,
14/09/2020,My Property,19307,1,1,A1,828,Normal,895,New,13,31/12/2020,,,895,0,9,OC,Undecided,,,,,0,
14/09/2020,My Property,19308,1,1,A1,828,Normal,895,New,12,03/02/2021,,,895,0,7,OC,Undecided,,,,,0,
14/09/2020,My Property,2001,2,1.5,B3,1014,Normal,1014,Renewal,12,30/11/2020,,,885,0,22,OC,Undecided,,,,,0,
14/09/2020,My Property,2002,2,1.5,B3,1014,Normal,1014,,,,,,0,0,,VA,,,,,,0,
14/09/2020,My Property,2003,3,2,C1,1014,Normal,1075,Renewal,12,31/05/2021,,,975,0,16,OC,Undecided,,,,,0,
14/09/2020,My Property,2004,3,2,C1,1014,Normal,1075,New,12,31/08/2021,,,1014,0,0,OC,Undecided,,,,,0,
14/09/2020,My Property,201,2,2,B1,950,Normal,980,New,12,27/04/2021,,,950,0,5,OC,Undecided,,,,,0,
14/09/2020,My Property,202,2,2,B1,950,Normal,980,Renewal,12,31/10/2020,,,870,0,35,OC,Undecided,,,,,0,
14/09/2020,My Property,203,2,2,B1,950,Normal,950,New,36,31/12/2020,,,825,0,32,OC,Undecided,,,,,0,
14/09/2020,My Property,204,2,2,B1,950,Normal,950,Renewal,13,31/12/2020,,,865,0,21,OC,Undecided,,,,,0,
14/09/2020,My Property,21101,1,1,A1,828,Normal,905,New,12,04/08/2021,,,895,0,1,OC,Undecided,,,,,0,
14/09/2020,My Property,21102,1,1,A1,828,Normal,905,New,13,31/01/2021,,,895,0,8,OC,Undecided,,,,,0,
14/09/2020,My Property,21103,1,1,A1,828,Normal,905,New,12,21/02/2021,,,895,0,7,OC,Undecided,,,,,0,
14/09/2020,My Property,21104,1,1,A1,828,Normal,905,New,13,31/07/2021,,,895,0,2,OC,Undecided,,,,,0,
14/09/2020,My Property,21105,1,1,A1,828,Normal,905,Transfer,13,30/11/2020,,,895,0,10,OC,Undecided,,,,,0,
14/09/2020,My Property,21106,1,1,A1,828,Normal,905,New,12,31/01/2021,,,895,0,7,OC,Undecided,,,,,0,
14/09/2020,My Property,21107,1,1,A1,828,Normal,905,New,12,31/10/2020,,,895,0,10,OC,Undecided,,,,,0,
14/09/2020,My Property,21108,1,1,A1,828,Normal,905,New,12,20/02/2021,,,920,0,7,OC,Undecided,,,,,0,
14/09/2020,My Property,21201,1,1,A1,828,Normal,895,New,12,01/05/2021,,,895,0,4,OC,Undecided,,,,,0,
14/09/2020,My Property,21202,1,1,A1,828,Normal,895,New,11,28/02/2021,,,895,0,5,OC,Undecided,,,,,0,
14/09/2020,My Property,21203,1,1,A1,828,Normal,895,New,12,09/06/2021,,,895,0,3,OC,Undecided,,,,,0,
14/09/2020,My Property,21204,1,1,A1,828,Normal,895,New,12,20/05/2021,,,895,0,4,OC,Undecided,,,,,0,
14/09/2020,My Property,21205,1,1,A1,828,Normal,895,New,12,23/08/2021,,,895,0,1,OC,Undecided,,,,,0,
14/09/2020,My Property,21206,1,1,A1,828,Normal,895,New,12,11/06/2021,,,895,0,3,OC,Undecided,,,,,0,
14/09/2020,My Property,21207,1,1,A1,828,Normal,895,New,12,14/06/2021,,,895,0,3,OC,Undecided,,,,,0,
14/09/2020,My Property,21208,1,1,A1,828,Normal,895,New,13,31/07/2021,,,895,0,2,OC,Undecided,,,,,0,
14/09/2020,My Property,21301,1,1,A1,828,Normal,895,New,12,18/05/2021,,,895,0,4,OC,Undecided,,,,,0,
14/09/2020,My Property,21302,1,1,A1,828,Normal,895,,,,,,0,0,,VA,,,,,,0,
14/09/2020,My Property,21303,1,1,A1,828,Normal,895,,,,,,0,0,,VA,,,,,,0,
14/09/2020,My Property,21304,1,1,A1,828,Normal,895,,,,,,0,0,,VA,,,,,,0,
14/09/2020,My Property,21305,1,1,A1,828,Normal,895,,,,,,0,0,,VA,,,,,,0,
14/09/2020,My Property,21306,1,1,A1,828,Normal,895,,,,,,0,0,,VA,,,,,,0,
14/09/2020,My Property,21307,1,1,A1,828,Normal,895,,,,,,0,0,,VA,,,,,,0,
14/09/2020,My Property,21308,1,1,A1,828,Normal,895,,,,,,0,0,,VA,,,,,,0,
14/09/2020,My Property,22101,0,1,E1,670,Normal,815,New,12,17/08/2021,,,775,0,1,OC,Undecided,,,,,0,
14/09/2020,My Property,22102,0,1,E1,670,Normal,815,New,12,11/01/2021,,,775,0,8,OC,Undecided,,,,,0,
14/09/2020,My Property,22103,0,1,E1,670,Normal,815,New,13,31/12/2020,,,775,0,9,OC,Undecided,,,,,0,
14/09/2020,My Property,22104,0,1,E1,670,Normal,815,New,13,31/01/2021,,,750,0,8,OC,Undecided,,,,,0,
14/09/2020,My Property,22105,0,1,E1,670,Normal,815,New,13,31/12/2020,01/08/2020,09/09/2020,750,0,9,NA,NTV,,,,,0,
14/09/2020,My Property,22106,0,1,E1,670,Normal,815,Transfer,13,31/01/2021,,,750,0,8,OC,Undecided,,,,,0,
14/09/2020,My Property,22107,0,1,E1,670,Normal,815,New,13,31/12/2020,,,750,0,9,OC,Undecided,,,,,0,
14/09/2020,My Property,22108,0,1,E1,670,Normal,815,New,12,03/01/2021,,,775,0,8,OC,Undecided,,,,,0,
14/09/2020,My Property,22109,0,1,E1,670,Normal,815,New,13,30/11/2020,,,750,0,10,OC,Undecided,,,,,0,
14/09/2020,My Property,22110,0,1,E1,670,Normal,815,New,13,28/02/2021,,,775,0,7,OC,Undecided,,,,,0,
14/09/2020,My Property,22111,0,1,E1,670,Normal,815,New,12,05/02/2021,,,750,0,7,OC,Undecided,,,,,0,
14/09/2020,My Property,22112,0,1,E1,670,Normal,805,New,13,31/12/2020,,,775,0,9,OC,Undecided,,,,,0,
14/09/2020,My Property,22201,0,1,E1,670,Normal,805,New,13,31/12/2020,,,750,0,9,OC,Undecided,,,,,0,
14/09/2020,My Property,22202,0,1,E1,670,Normal,805,,,,,,0,0,,VA,,,,,,0,
14/09/2020,My Property,22203,0,1,E1,670,Normal,805,New,12,03/01/2021,,,750,0,8,OC,Undecided,,,,,0,
14/09/2020,My Property,22204,0,1,E1,670,Normal,805,New,13,31/12/2020,,,750,0,9,OC,Undecided,,,,,0,
14/09/2020,My Property,22205,0,1,E1,670,Normal,805,New,13,31/12/2020,,,750,0,9,OC,Undecided,,,,,0,
14/09/2020,My Property,22206,0,1,E1,670,Normal,805,,,,,,0,0,,VL,,New,01/10/2020,30/09/2021,01/10/2020,775,
14/09/2020,My Property,22207,0,1,E1,670,Normal,805,New,12,30/03/2021,,,750,0,6,OC,Undecided,,,,,0,
14/09/2020,My Property,22208,0,1,E1,670,Normal,805,New,13,31/03/2021,,,750,0,6,OC,Undecided,,,,,0,
14/09/2020,My Property,22209,0,1,E1,670,Normal,805,,,,,,0,0,,VA,,,,,,0,
14/09/2020,My Property,22210,0,1,E1,670,Normal,805,New,13,28/02/2021,,,750,0,7,OC,Undecided,,,,,0,
14/09/2020,My Property,22211,0,1,E1,670,Normal,805,New,13,31/01/2021,,,750,0,8,OC,Undecided,,,,,0,
14/09/2020,My Property,22212,0,1,E1,670,Normal,805,New,13,31/01/2021,,,750,0,8,OC,Undecided,,,,,0,
14/09/2020,My Property,23101,1,1,A1,828,Normal,905,New,12,28/02/2021,,,895,0,6,OC,Undecided,,,,,0,
14/09/2020,My Property,23102,1,1,A1,828,Normal,905,New,12,28/04/2021,,,895,0,5,OC,Undecided,,,,,0,
14/09/2020,My Property,23103,1,1,A1,828,Normal,905,New,12,28/02/2021,,,920,0,6,OC,Undecided,,,,,0,
14/09/2020,My Property,23104,1,1,A1,828,Normal,905,New,12,16/02/2021,,,920,0,7,OC,Undecided,,,,,0,
14/09/2020,My Property,23201,1,1,A1,828,Normal,895,New,13,31/03/2021,,,895,0,6,OC,Undecided,,,,,0,
14/09/2020,My Property,23202,1,1,A1,828,Normal,895,New,12,30/04/2021,,,895,0,4,OC,Undecided,,,,,0,
14/09/2020,My Property,23203,1,1,A1,828,Normal,895,New,12,08/02/2021,,,895,0,7,OC,Undecided,,,,,0,
14/09/2020,My Property,23204,1,1,A1,828,Normal,895,,,,,,0,0,,VL,,New,30/09/2020,30/09/2021,30/09/2020,895,
14/09/2020,My Property,24101,1,1,A1,828,Normal,905,New,12,12/04/2021,,,895,0,5,OC,Undecided,,,,,0,
14/09/2020,My Property,24102,1,1,A1,828,Normal,905,New,13,31/03/2021,,,920,0,6,OC,Undecided,,,,,0,
14/09/2020,My Property,24103,1,1,A1,828,Normal,905,New,12,27/02/2021,,,895,0,7,OC,Undecided,,,,,0,
14/09/2020,My Property,24104,1,1,A1,828,Normal,905,New,12,04/05/2021,,,895,0,4,OC,Undecided,,,,,0,
14/09/2020,My Property,24201,1,1,A1,828,Normal,895,New,12,27/02/2021,,,895,0,7,OC,Undecided,,,,,0,
14/09/2020,My Property,24202,1,1,A1,828,Normal,895,New,12,26/05/2021,,,895,0,4,OC,Undecided,,,,,0,
14/09/2020,My Property,24203,1,1,A1,828,Normal,895,New,12,08/06/2021,,,895,0,3,OC,Undecided,,,,,0,
14/09/2020,My Property,24204,1,1,A1,828,Normal,895,New,12,26/06/2021,,,895,0,3,OC,Undecided,,,,,0,
14/09/2020,My Property,24301,1,1,A1,828,Normal,895,,,,,,0,0,,VA,,,,,,0,
14/09/2020,My Property,24302,1,1,A1,828,Normal,895,New,13,31/07/2021,,,895,0,2,OC,Undecided,,,,,0,
14/09/2020,My Property,24303,1,1,A1,828,Normal,895,,,,,,0,0,,VA,,,,,,0,
14/09/2020,My Property,24304,1,1,A1,828,Normal,895,New,12,30/06/2021,,,895,0,2,OC,Undecided,,,,,0,
14/09/2020,My Property,2501,2,1.5,B3,1014,Normal,1044,Renewal,13,31/03/2021,,,940,0,18,OC,Undecided,,,,,0,
14/09/2020,My Property,2502,2,1.5,B3,1014,Normal,1044,Renewal,12,31/10/2020,,,885,0,23,OC,Undecided,,,,,0,
